P,qutebrowser
P,python-pip
P,godot
P,blender
P,dwarffortress
A,dwarftherapist
P,steam
P,krita
P,gimp
P,zathura
P,zathura-pdf-mupdf
P,pdfjs
A,minecraft-launcher
P,discord
P,pavucontrol
P,ttf-roboto
P,ttf-roboto-mono
A,xiphos
